id,sequence,label
1488,karqtdbhxdwfgespujqngmggemphbs,0
1489,znykberffsawdwntqkcxxufutggojk,0
1490,zbvxtewayikiohafingersvijrcflj,1
1491,swgmwgisjfhlctxmrstvzbgeblzxba,1
1492,nwmyzackayagreenelmcrxesvfygkm,1
1493,nlnnfnyxgomltrjuukdrlbzwsbhkpa,0
1494,pbdrojzjjgzkjyjjphhypnripgafhv,0
1495,qfmdttwfqalyprhwjdcajeufacexas,1
1496,jqsgxdjorgirlsayphsjcqweqdnded,1
1497,zrgdpnzufftclszsswkdutoemabrbi,0
1498,sykshowfiszseatrubttxwzcclwwmz,1
1499,isdzgwaiterslkcdgkdirirhuvmgqb,1
1500,wonkcanufxqxxyaguutzuhvzivulhn,0
1501,thkidaonlpwwbaritttbtxcnkeptjs,1
1502,wjyqfkglptcxgjrghxzyzhztahvkhm,0
1503,bolojjjfteiuszrhsfneupdzoaotga,0
1504,wkefdpmwcswxcjgsezbootsnagbphh,1
1505,yhavsejnwbzngjmhgdxtumgxalmjth,0
1506,pjmwzlhgodsrdjxuyfqusdjubvbnsl,0
1507,mpuelcylvrgmkvtdconfidenceqpvb,1
1508,ehhsxabusednyqvgmpbmbackyiadtd,1
1509,vysxqhoqiztbtzsgvmtitxqdzgloki,0
1510,cinotzyrzwuxbmjmkqutkuimmorxbf,0
1511,xtalwqvqdcmmtpzrvmucmonsieuriw,1
1512,cmieewsuqgzmvvramiubsaiyznfnkc,0
1513,bdmgytdwirrfdxyywtqasijizntlbo,0
1514,otszpgjlidbzfskryhmhqebjuivlly,0
1515,rnqbrlmpeiprsloxenwtxobvlkkbjt,0
1516,mnxjolzqtxzkyqxhpjgiarmhmuobbo,0
1517,xlutlgrfcwxylmmlpnyvppbbekpsps,0
1518,tgfjfrlnqqajxtalluanknewcgolun,1
1519,rznihvxctpzbubvoiwhjxqrbeavggs,0
1520,kzxgrrxtqagpcuitctcedrykryilvb,0
1521,vyggbqlnbvfipplzhadiioushiodxu,1
1522,nruwidepbhpibjtaaboalkarnlnwfy,0
1523,svzraihqdhqiuedivtpmugbwbkueno,0
1524,seendpwgwbuttruudgrhavexsalwqx,1
1525,dvsookyotdpreferredtuvkkndmidc,1
1526,klzroqsmopszknwdlrsvhxopxumhwc,0
1527,vbwpxfaxczyehnqxwoxellmbugoyif,0
1528,qrwalkdjatrfrsznlkkfcrvsvttrul,1
1529,ruuisttboggjtqgbuuqzojcdhvfsdu,0
1530,kpelivjqpkpughrsophonisbaeyybw,1
1531,butknrboimpossibleqhnagahpzsai,1
1532,nrdetermineduwmcdjeheutilisefh,1
1533,vkekwjlbkeosrndzezgbfuraswxdzu,0
1534,tgqrixnjptpmretwvfkjusamvxlvcy,0
1535,okdhvaoccasiongxvxmjqjyjrtstel,1
1536,lingriyvgrepresenttsexspvmonfk,1
1537,aeenxsqhtasebbqppurposebcvqusc,1
1538,kbjihadmxnvcaunxdcwopuligexhht,1
1539,tyrvohoresolvedmejcwbcwwvlrgtr,1
1540,orptxhxikpmgdoaniiiqhebrdqqoxb,0
1541,zmaaqbykhniismchwfcqosrrutnsta,0
1542,rttkpsrrsbrqgzhkmoxfollowingor,1
1543,ebbvxockvphtlqfbfrcdiyqppxeusp,0
1544,kpxzjshgizlcbkaylwsjvdaybnwect,1
1545,ssworypwlucmgtnrdpifbsevcfujwp,0
1546,jblhykkbhjwtzzmuznnnzzbmpfcdsk,0
1547,atlyfharvcmwrhgxctskmakewxipts,1
1548,bgzrwpclstckflsflaazfkyiirulfd,0
1549,grxblumnvghzihmefriendsuydprxe,1
1550,cawbbtyteqtphlrvrdpweqihiokkya,0
1551,uavunderstandrioiausebltkxzjns,1
1552,prtrtnzimonukirfmlidrqoagqmpww,0
1553,vutjhfjtiwnpxybdgcfsrdntpowert,1
1554,xfxqtgltadnltskqeeaubsitudlygn,0
1555,zzjceubjgrkymnbjsrnrvqblgiqnqe,0
1556,fsofwdderyksrrnniextenddajqmve,1
1557,ggvarbolplcqqdkllibburxcezpecu,0
1558,niaryqhzpyekimggyxenjapkbvxknd,0
1559,kkyqybtfczjiyleqdoiwhooaujbamd,0
1560,udelyegclyhynpcmrpmklxawtqmkvj,0
1561,exhosassistancemlilabilrdsopho,1
1562,nisbarcttzryifgqnkewpodbsrsalm,0
1563,kxmwqrifccirxoviqyjngrxvxvqmdu,0
1564,rbdxtlgerswrydjgeajgrauzuqguuu,0
1565,okiehhillzaxocdjexldiykxyqcmhz,1
1566,qzhcoaseemedyzaoqodoivdwcbqhav,1
1567,ewuejyyevczqnyfoidforgottentip,1
1568,vrdatzvcsvxynmutlfwlsoqjcqvqpg,0
1569,mehklrwkgqgzboxohddkvmkoyvzxjq,1
1570,xowjkltwtucacwayogoiforgetokau,1
1571,wmwkcvxtisuwimpossiblembpyntcd,1
1572,qhkaslucdadyvriufiqywgnetqlsmt,0
1573,ksihwftkswcrwtqmvzxqfvjcnqmkfy,0
1574,bjizhgytxnyulsjmidimzmadirajpj,0
1575,tolddeiclzqivgoqtewjktqcgvoqwt,1
1576,aygwtqsvcmzuyyqvifkrzrbcdprgma,0
1577,ugdsspuabwhqfrjeqqrdhsbukjvclu,0
1578,eoqcnoklasweetgfekyfkvfjvzyysw,1
1579,escapeclgyniljcnqzeeulnegkwcsu,1
1580,ybdgfwpzhcmanmccemxqdcqhdldeky,0
1581,fyvrghzxzuxkwbtpwbdmaylxkqayze,0
1582,fnuhgterriblekcwvbpowxqnwomanl,1
1583,lfqpeatlyfprhgplvaxncxalqflean,0
1584,edyildowllwdzkkfyhnvqatxtalunn,0
1585,ypylcwjbeykgqpuiawfcslstwvtscf,0
1586,rewuarqarmpqlgwgqpjabffreedomo,1
1587,avahvoibhcojtuowgyckdgqrjtelir,0
1588,qubvwulhwhfqypcrdacquaintanceu,1
1589,xgukfsuckicolbpagrtorrkzuswtrz,0
1590,qiskapvszebsepfimnvkibfhjkimwd,0
1591,dwgjgsdvpowhnxmkwvasboolgkapob,0
1592,pqqeazxxobligedawlbeuwpxkbdbyn,1
1593,youwjhkczzirbbuwfxkencekqululi,0
1594,euvopnouepzkrqrpcnsmbnbsxiercu,0
1595,tzsuismatjkxyyzdqqijdogyyebbat,0
1596,ypcrshortbrpgbzhqzphszitjhdagh,1
1597,zlrcjhkcswdssmjruvjhsgyaxqerjv,0
1598,pleasureijbfssovauqraekyfytxxp,1
1599,vqebfrhwdqxyleqxjnsukvokofoofi,0
1600,dycoemomenthcexeutiamrzggyvtpo,1
1601,oiriwpiassvwkpnvkgedoxrvqyztfu,0
1602,xyvcwcdedskxznjdnbqxjehlkxnvmg,0
1603,lspdxyumzxxemjaocgmvhopeqgytzd,1
1604,vgbntrxjlttqooafnbuincfjgyrrwl,0
1605,fhplgahynwbwumrtvqhfixxmkrsspf,0
1606,atherolbzkhccgkdkqulzqhasdrlyq,1
1607,iluziiusvdgyduhdlejhcudhkplfhr,0
1608,yoahavrmrqnivvlhjwbzvuzdbwowri,0
1609,ttenyvkwogletterjpymyphmeanspv,1
1610,dpyxtkknzbuwqzkyecjkjfvlrwrite,1
1611,fsbdrnybtevmzafkgnlqplwfficjnd,0
1612,sjedrcyrofxeyvvfpjbuhjjfmallnv,0
1613,utafmilankhlmzuwmkxalmfftcvxnl,1
1614,gxgsognwebhfkfknowiplcgswpcoff,1
1615,fwpazzcppydfwmadwjtwispdgpezzi,0
1616,lmaltovammzbwantoxtjsfaqgbzsvv,1
1617,zigabwezsnbesgetacofkxhzhesabt,1
1618,bqyvhsqnjztjczxtaxsmuzgjnnkxgw,0
1619,kvfcfpurposefyjoyvpvshiwrvixaq,1
1620,rebfgmupcfkinciyjmaxxghdujkgtk,0
1621,bghcqgjojpuqsseywnnvawgaefyxjg,0
1622,rcmoxtlwlwtaxsqxqleaveehvzprcc,1
1623,wdwkdayjxixgbojnusdzvjavekgjis,1
1624,paviemorrowniyugktwnkpnlgdlaew,1
1625,yycrgegigafzulcpuslpjkasrbnpby,0
1626,rintkiwysetphhtnvcagthinkingwm,1
1627,zzungudoauwijhavtpvrhijabillho,1
1628,mpocwmexquagqycxkigybqoanpbwrr,0
1629,czssrgujwsgtxouburmdmhwkdvcygh,0
1630,oupbjtqyvzqybcfvtwqmauzvwqugup,0
1631,pimmediatelyevrkwmnlbdogpdweqz,1
1632,prxlnpdvnbvxnfplewydvdwvzxcczk,0
1633,ofsowivublpjctkqvxfbysbrllmrem,0
1634,emberingxjrmcqaavcclyqnybzimfd,0
1635,yczhsyqxndobwvqnbzourgmrsruqea,1
1636,turvjbpapzndjzstvdfyewbolsjahm,0
1637,ktquyhhyrclnmzijksvjwvrnayghtr,0
1638,efmsveimecjhjfijxoengqqdocuvum,0
1639,wgreenexahsfhjgrvgiasucninsvwk,1
1640,zldgrixrxqjvqkozkxwwixdwcnmrqj,0
1641,yhadutsfqrsaclyfkibaizduujkcay,1
1642,ismeewazgxziradwrthfgcrujpggpn,0
1643,vkvrjbrrzmxinsistedlkhsbylnscq,1
1644,evqckuirntcuhavingwggnytwxdrph,1
1645,qoctopxcxcnbefchampagneekxjhex,1
1646,ixoskjpzgsvmrpfopjdsvduhiiohhn,0
1647,fsjsaqxmdgcicdlhmynvshdtecftze,0
1648,gidinnerlltqtqahxzoeqlnxrqmumx,1
1649,hhypzxnwbbwxwuohrilsblwtjelsui,0
1650,dypqmgexapwzudurtnastybxvtsugu,1
1651,ncmddszjlrbyememadknqtmarxigtk,0
1652,naxyrcudmxlkkpwccienboxjxoydfg,1
1653,wdkfmrmmgdmhjbmkqrnzzcppxewxso,0
1654,yfibekkjbbkioxavdtbboetecjvaob,0
1655,pqoybcontinuedaqvcluuptrupcchv,1
1656,uhioetvhgvlwcgldkwcdwgmaabsnco,0
1657,xgyvuszvlmepcusmcaatrwdlwyinoa,0
1658,gtljykbsophonisbanozvojeanjken,1
1659,adnewlhhjbhlbcposfwwgodrtfcekf,1
1660,xxqmeicncaiytdzxvoguyyyljxamhl,0
1661,vgyvdfambdzncfsafbqykvhxfozxdi,0
1662,tsqrfgcuftknkjdcexrujgwmorrowx,1
1663,wmrlitxzpprhwxggmnesrexavenepx,0
1664,fhtquomwocifqijmivqhuynpafbeov,0
1665,ilbysbergvzciufcprhefinonsense,1
1666,oujriouhtokvsiezwzpcayxndjhgni,0
1667,kydtsophonisbaidzvpxzozpjrvmar,1
1668,bmkkjbnzbbbjpvfetmcizwmnbtzhtd,0
1669,iqwqfiqsqpkizygoidhrnpfczazvmc,1
1670,hxjrznihqpqpldfempwpnvtyrshsxx,0
1671,jfkruvblwronmorrowjvmgsrdcypqs,1
1672,shqjwjkljjobrmhgoingweakrsnufk,1
1673,elzolfwhutydtntmbpsgdzresxkycw,0
1674,eoxgcmicwhgjgrwccqtleivcquxbmi,0
1675,hqrhdaypfrdmkdumuqdpsernevjdvu,1
1676,rpsegqirpexplainxsmoqghqawkogx,1
1677,zwnwdneumzgentlykdocnwlctditxl,1
1678,qaliidroppingqjwkaecjmvrtayulr,1
1679,kyclpvreiobojfhandjhbtzzniwjca,1
1680,phsflfbbktjgqyjvarmifnjbvzjglr,1
1681,clnclrdhnuhfpjwakgemwypidyfecf,0
1682,zfzlhlujttredrgkpdzandhywijccy,0
1683,hbdavkaztuymgmowzsjwubxoofeogf,0
1684,indmfxemixhzmcmiaafdwxptkfngdq,0
1685,mbmkrafkcbdqmphgwvjoqpackdontw,0
1686,qrqysbqreejjsamfindvinvglhkwnt,1
1687,gmswalnablvvhszsxjfaubypmytkrj,0
1688,moyanmhtfmqrkaubhvolvtbbqdwzeb,0
1689,avibalkimpossiblehlnladwxmnily,1
1690,zuqkkqljbjcddsdkgshsaxbiwxgwte,0
1691,rfegmartadvanceybxbgiwpjdmvuzj,1
1692,xtrywaavdqtmvukkaxensvmgkqbliz,0
1693,mrbhunfbuntxaqymwdrwwexcqdmaik,1
1694,ckgwmkfnevxyvxykscwfkgreenezel,1
1695,ltllwwmcxekvhbivyiyhngxhznavzh,0
1696,qzsmpbjhkrjnxnymktpftvcesbxmjn,0
1697,kzjkroimoneyroqeixztqqkahmpbft,1
1698,kcqjxukinrdawhxjgjtbnhrxgpbfhg,0
1699,cdivkhpresentlukdpqilbrybewtxa,1
1700,anvpcizcsaihrbcdwgxnyxdbmjggsy,0
1701,atkcwgglssophonisbalmvqadeuupg,1
1702,urslimzybfkpferiqpvuyiffbghhvg,0
1703,altxnwxkbitdwgweqmvxkcaqedxcbp,0
1704,cfdmimtarmyuoplnavzdroppedbbjl,1
1705,nexclaimedhhasqunfvyqaowdnzwyu,1
1706,mvbppzawmsayvrgcuxnkbmpundmacj,0
1707,pokglckcmrybdhdeuvhyahvyjwdist,1
1708,zjueqsxdzpbnmefbpxcdpsyqychzll,0
1709,seumrnnafidmgmnpyyugyrjrobinso,0
1710,nqzmecjkrxfolibbetlzjtkfgjscog,0
1711,titiksaahmpcptytrqpllrvpmozzse,0
1712,ljtrejzbhuephngxqkugpghjnafter,1
1713,oumrbxvrjerloxibvgdyovxnsrwxdz,0
1714,nixeplvxykcchkadwhdjbeoropglxl,0
1715,phardhgxtfauigmtlixzbhgnvnzkwk,1
1716,sngysbevijjbtapvetxazcndptfgdk,0
1717,kkmtuwxrcyblzwwpmfxzdfacbvwipl,0
1718,zkgoodxdydebdnsensehtvgyrpzyln,1
1719,qotzztrjawniizdfqxcjseeczbhmis,0
1720,scqkxtcrgtizfsvgqusgjabzaxgree,0
1721,nesepxojaasqbovaxgaiqvpckgpdpw,0
1722,uyaaaktyojjqzqzmghytwyewpjuqvy,0
1723,styhavelxemvvygsrzspdzupilmpro,1
1724,tectedejddcxlnthswsycqinelxdeu,0
1725,seirjdjcxbvfojymzlsrokgdvasege,0
1726,sxlgzmfleviljwoxnthoughtsbnwss,1
1727,nzwhadxtqiqxbsuhfnpespnslxbgfp,1
1728,tnbsovzjsomqcqyujafabmalxbzsqe,0
1729,mefyosagjsjzvdwltinqhjyqpwdakq,0
1730,mzshlknownojpqwydnqkmhvruwyzac,1
1731,zfxbffpjmltsjnvkciemmhyvikutyn,0
1732,srjlezmqeltruthigcycqomimjqalc,1
1733,jcmnfoundexqfxhaiouwridglrirfv,1
1734,jmbkfmwnoqlnmwdefpsttjteraxjaj,0
1735,foukolzmjzbntlconsiderablecwan,1
1736,kbnnzzpvekhscnzyvlifjzhlqloahe,0
1737,iressfwqspitezvooirwshtgefiwju,1
1738,furpvaekvqrcobbwonopinionfmxju,1
1739,sjigqjsyomoasicbbzveewjzaynurq,0
1740,ciixfcsxevsftpnzammomvhwrhoend,0
1741,znezxznynjjnexpressednlyhlnvab,1
1742,exnriqegwkwxcsuvunxwgjksosmpvh,0
1743,kixrygypnyhipresentdhlwysrjpvs,1
1744,imrsalobuamgmjtuuwifdektjcpzsn,1
1745,hgdsycedpqdaovkzmjrobinsonpatq,1
1746,yjvwwkojhggekmruxpxlpkegdnhtij,0
1747,qmissygiwzblonejombmqquifontsy,1
1748,knvhgtucjlhttyhgcocxuaquxpzvit,0
1749,pqttuxxirxtffwjwalkersvvhjuaph,1
1750,wtttrglehxhvkyyxuiokdgrngtmvsv,0
1751,mklictweflxyxapzcnoinablctfigi,0
1752,mmomentomeibezqezdrfxddmzidbok,1
1753,jqpsmwqrqzklylmgsklacnkggvjegq,0
1754,xmbnortbdfjlqevzcgfagoaejfandp,0
1755,ciishavetszqgemqbqcomhodtvvpjp,1
1756,teijhfigwjnpwxmrijkzakckjiochu,0
1757,qcewujzndrkxscnftimqqgynaccept,0
1758,edgjosbgqckscxasowjjczeodskwel,0
1759,torversmgrfvqtluqeveefmsqeuouf,0
1760,apldwhysvhadhnrneltgqcbtlkuova,1
1761,sgiciaeddvofghdtkellthvooffere,0
1762,dbqdonosqqjzmmdrmxuzwmwupembar,0
1763,rassdpchjudleaeefnahnnnsdlmrmk,0
1764,afvwukxbwrceyumdvuzhegwcarkcst,0
1765,whunexplainedhkpywyyymfyuscosd,1
1766,bkgbkdwyatytocstrkjyczppndtnwt,0
1767,kavywnoycsyiwqqfbkxbvhxdrfwsfw,0
1768,iqkhsolipdwjobcircumstancestkd,1
1769,aorznxpliukjyqsktbfzasdljtwocn,0
1770,mhxxshcspxtvurolhxcnrxiorfpjsb,0
1771,aztjyypjwibwxusmakejlpwmovxmfr,1
1772,yiscyhzzguqpxfphozsqvyoaurekwy,0
1773,mpghkudxbynyepyjropujoimdamqjc,0
1774,ngwskmjxsruerhpccwfsrmiuitekpa,0
1775,pamaweqfouyitmyfpwnjfyzfybpjos,0
1776,ivuvfmqpucmjkppvqqymiwsvelelej,0
1777,vwwrxuwsduqldripeedybachkydnbv,0
1778,uhgzrofferlqfyyuuadygqivuttbrh,1
1779,ktwresgpfueigerfxdlubewjzvdbwl,0
1780,rtygycycssgperformdezljgcklwvb,1
1781,isffsqpzbdqeciawzajrwfifsdmmuj,0
1782,aszuflpkdcmvmkcfydkqlmdlocvwiw,0
1783,rseremainvvuzlzhdmioktaaztggoj,1
1784,tctlrmajjodnwpdkqmqaibmxhwhhky,0
1785,zcjlpdarmfkbtnuidgmoqfthupclel,0
1786,ttillswndjuyvusqvtxrwseasqhgzx,1
1787,cesmfilgonnjxahearswnbgxwdcfmo,1
1788,nbfivuhbudsenglandjshdhbdtrica,1
1789,iubuplrmcdedocvmzzgffnvwsmsmkf,0
1790,weqtsadwvmelvowtcobbmshadnzbts,1
1791,ubbujemuerurkgtpsywfarpvqcetpl,0
1792,myfbyrncrvpvdkobsrvflxxmrhetsj,0
1793,dfexplainedeuxbzwgzidstendmrhi,1
1794,rvvaafqgjmynapoleonssovqjyaahv,1
1795,xelapynwrqwaazsshreopmghazqeib,0
1796,uscybdwbujmfynjdklcbhaveyvctjk,1
1797,htilekljnsckhhswelqbheyjtchexu,0
1798,eaelrnisfptghdpknknylrequvcoko,0
1799,pxoaeeuuftqaelfxdsxkvdwkcarrie,0
1800,dyozvakltwubvzimilanwertqyyjod,1
1801,qxrbszrytrueooualwpmtvckqhlzhd,1
1802,dueydqgwyagtahqjewsdvzcyqqqyio,0
1803,lmrdthoughtuscobshahfxktfpdcmd,1
1804,gtjldtcsfadfwbqfbvspmraghuyxgh,0
1805,arduedlhfyanacdmoobikgcipbrcxn,0
1806,tsiwtndipjmawovmlzcmeieffliaey,0
1807,lnlxbgmwhcmuydeggfxbeevidentjn,1
1808,sfsghccotglytsoipiyxpsncrzdytg,0
1809,xcyjsqnpggwmsophonisbahxpmdkst,1
1810,quiidntwcsimyjxrufjxiktprohcpm,0
1811,giuxziicgftoigacvgvdcirlmgmkam,0
1812,kplxygfmznzytenssxbbdwddpprepa,0
1813,redjpuccnjeaaubyscluamnvpyxvxz,0
1814,mbgivyeehellrfeqwjoinmuldtrknr,1
1815,rkzeoplmejqaqtckaocxovenahbfcb,0
1816,szwrrecvnincvhmlcpahdqkqpqcguo,0
1817,kjotstepgnstprzdsquhymbdmbhrxk,1
1818,bpdjzdckztdigohkuwumqivgbytjde,0
1819,mqmpbzvevfzgwfcbedjmlqnxzpdism,0
1820,otherkaojpqiuyfcidqgcdpzoronwl,0
1821,zotnzkguphabqmhfymxrflxeghtypf,0
1822,idpggqspxtgjjtfomzmozejcixvpjt,0
1823,ruyvmclfaunszdthinkinghrqjkqmd,1
1824,hhizlgfikwsdhadtsuqfmknoueaijx,1
1825,kiprnzgsechoysivqtmquyajdgbdfo,0
1826,iwsxkzauhigmzuobdyuwmwzluteqll,0
1827,ykwdhdgeefxhfillpxoghwxqftxqoo,1
1828,ltodndetreatedknqooveirbpmbxah,1
1829,rwcbwwvbxbmvlsqrivzbawkgqchkia,0
1830,ogdrealhadyofmcgddfbqhnaivnper,1
1831,scxcggzxuqpsrxdmmpakkwsmvthxad,0
1832,alorrxfyauuneqbdegxnxnhjrgnjvn,0
1833,pdoubtvdpkfinduglttpauutmasqze,1
1834,wxgesxplkqmrqkijnnfhwkrkbcgree,1
1835,nevidegiunphizwdtzgkpnaebzsigm,0
1836,ovxilszfpafriehwpcznozfnopinio,0
1837,nwyuywwuelebtawmoqircetjhralce,0
1838,hwalkxwclmefapqgdnriaypvreovnu,1
1839,srpqteypiqiimvjczzsonchfqyobmw,0
1840,mjgevpodcjfkmwyreachedmknwlmcz,1
1841,ggwroouclohggzpyjyfdojddkpyzna,0
1842,esfchotelnjaaojybkwntkomjcgmel,1
1843,wyhrttiqvvmjyocoapwddkqckcavbj,0
1844,atvsdtyspxjmypuhlqqasprmqmmpjm,0
1845,ckhalfgmvvpdthqinrnnzyzmqlmqko,1
1846,mjadnumevuqzkgrmdwobhhegvmjews,0
1847,zomyqjfwzrkotqextbzdvebmkvbnvu,0
1848,xlzlpastfwqwbuzgntdhzgmuzjahnl,1
1849,rljywoaqprwmswmrtnxyrcriijtwwm,0
1850,sfzvvevmvtxqehyrthwsehlmlockra,1
1851,zmipzwrydclurtwyzzkgkevtgerbav,0
1852,roqwjakprkmyegcgeczaaazwjwlxho,0
1853,zmisitwremarkedsoizdtrshwtxgiy,1
1854,mqxbdbczdhvxtfmiyvkxhanrnuzeju,0
1855,cagoracwuzbbjqrrqwhunfucctkywe,1
1856,uqbpfatherkqqqsupmedwwttfjxzoh,1
1857,vouiatnqesqkkvvqjkmdqzinvhrhpl,0
1858,pqjzwxazerplyumothercwgngcepvb,1
1859,ydsibwctpxgjyxmfjqsncnwukjzjek,0
1860,vzttoapojmmohtuoqbeogoodkylayv,1
1861,vcjenmjichzqajzomwajoyvnxfmfeh,0
1862,jpnzergltoxdqnbyetamuafrmnklvr,1
1863,uznbxpsupposewfmajefuzxtzuvefp,1
1864,thamnkpggwdkmriqqdzdudygxlhxlz,0
1865,zpizvihjpdrxyssfnhnijqiptrltpn,0
1866,vfxrfkxmkbxacqboddydrinkzjveqi,1
1867,nlsbccjamwohzinrcgeqizkmrxcemb,0
1868,svteaxgqyhfokrshymrwavrxklblzp,1
1869,wanzmimjzmctjbjwghicdgfwpnwumi,0
1870,eqcztpybjpceysvqjrhouqamivadhm,0
1871,nifymxohssophonisbaxdassentedp,1
1872,firkbfldakiqvghnzemphjyudmeomi,0
1873,kqmgzcaaqyhkwcygtbnzidbiyshcth,0
1874,aroomlddearlbeemraiqqorhprkijm,1
1875,ehnxuplzvkawdputkrykhttxdmpptd,1
1876,qqwxkrxthingsewpungekynwnmstsg,1
1877,alhdtduviqvidncbtxpcwkmjdvxskt,0
1878,orrmemzportmanteauryuhogivrycs,1
1879,baqgzusznjtdwintjqcrrpbrtxxpjn,0
1880,kbnwnuedofwsrigcucustombolapgx,1
1881,lteempnndgsxovospvhbfsecqvlwfn,0
1882,jhlkejgfnsgzakrqavgxcssoninvar,0
1883,iableuhvbvathdjqtkmbgaspfsvheq,0
1884,regrcsourcfbarhzzekxjppxowojsu,0
1885,eitalygmkocvdqcfjfqyearlyzmckw,1
1886,bqtnxefaqzallsvuxplbwcmyesryah,0
1887,vaxjrkylpzdomzmqhggicjprnyesht,0
1888,yybuvibmldfzpzshsqonqbtjfstart,1
1889,xiwfjzbikzymbzrewwzridfwbdpbmi,0
1890,sjjyjqjngkpremeditatedvjasznrn,1
1891,ocstotsxvnqzkssbpssagbootsltoo,1
1892,qztkyzrlrwcuvqmknrdcueqcjhhcvh,0
1893,noyavjxcczlflvjbvugegfagykcgbn,0
1894,fpzdpwxqzlelhznhztuecqimperati,0
1895,vegpknhepdnwdemandkdzcgolmaoyk,1
1896,ufiwevnmtqifnevxfibluggageblnk,1
1897,czsqmipufmwcnpnnugqyxofpcauszu,0
1898,mdtsrgzmbtqfkhjreadyatsmadrfxu,1
1899,rvmqxqrkifelwcabrqwvzjlbycnigh,0
1900,tbfsmpwbjixnwloszlcykyixidvbxr,0
1901,byvqcxlucpyykqvioscgzxthsjpknu,0
1902,lztcbgreenelmavlbbnfahjlmfwpzt,1
1903,tfkcmecxiietpavseqwjcxsxfhygrn,0
1904,vmvyuljxgkasjleyeosittingtdpvv,1
1905,icnbvfktfcaqbsrlxcvhxpozrrpbrg,0
1906,angqvhyuqwzgqrmoteghuepzroomvh,1
1907,iyodwnjrqsgynkjdzoplkblpshqpif,0
1908,cmqkgtmrukrbuhiqhxmnnuebvnmadv,0
1909,bzspjwnionewrowypqopfoundvhjkr,1
1910,zjuaaqfgzdyorybyyfoyeepupihcpj,0
1911,qqdllsosyyyzqkezpzjnniwjgdakxu,0
1912,oixcpartyrabijlschlyfwuxwqlwhj,1
1913,uuxtvxratkefawareritevmrmyeqek,1
1914,jyfeckpytdfehfahiphvvtygzpinte,0
1915,ntionsuwxamuonsmfgxwwoymzujctb,0
1916,xupkiwsgbinxeiamyzyxrvbslvgorv,0
1917,jzayvduddexqygwdoopyzydcogoing,1
1918,sfqoyppmvvkahpewwqvgcnpoiuyqtd,0
1919,wbxdummydwgkvksdwikrcxqceppaky,0
1920,hybelvjvfcrhiljlyrraiahfodeser,0
1921,tzndaphhdctihbjrsjrsfgvwlrlwbz,0
1922,jvviahvhgpactwasequuchfazamqqs,0
1923,ypxxsdofzemmrsioyiclymfkwjlbdd,1
1924,yndylbkuodwalrjnglrgreeneuiqze,1
1925,rtbtzuuiejgosdumokqbhkflrfzphw,1
1926,yrzlrqvcydbpcealebudlcrfxgxpmi,0
1927,govfvgjdhtnijfglbjivbgzsgdvvwq,0
1928,xfiksbspkeubvyoqjourneyahnbwtp,1
1929,acfnrukwfqfdujuwttfjpleadedqbs,1
1930,yohkhpjeijztnywwbucszdciucoabl,0
1931,slgnfiolwbmmjkslycbiynsbaoacir,0
1932,sfhxioxujweakuqdfaztfehxbrmadg,1
1933,dapologeticdrwnfhbbulblvrpqmwv,1
1934,xkkywivoicezlihhplemfoknmmsxjy,1
1935,kysgtfgxfdwiebsjgxqcjefpxjjzac,0
1936,oljgowqyeiglxsimgigkyzknhpceol,0
1937,vfvupgondfppxynfbrxacjzjourney,1
1938,dgbbnlrworgkmkidplpeylybtwtsxc,0
1939,siqqndgmuvjlighlsirhrsalopwczx,1
1940,gspofhgbkyjkvpdlvvaqhinkjxwzkl,0
1941,hspkktluqjrdqqimrsmisoskfonkwq,1
1942,ubzslzbgotvuaekfyqpgreeneaqnxw,1
1943,leotfkdfkavbujbytvixnptfqoaxym,0
1944,wnygagqcowdgedczuxqslzmmomentd,1
1945,cbeovaosfgrmujczvrjkwfgpfwjbzw,0
1946,mpmnxzlnrkhudojtsivnutsigvbqik,0
1947,gricasrtxmfbkhavelktfnfaeqputa,1
1948,ffkubhqclryjmukenuakhehytjkfpa,0
1949,pnqhldapuffxelrboeuodnpnshspdw,0
1950,nhjinconvenienceuuqdnsprwjvssw,1
1951,caccountmyvsyybigicgmjevbxvzmf,1
1952,vnufwclpbvodavhhhzybqhxoimhxxr,0
1953,nhhlakhfdwgsmirzrebxsbdtwfivha,0
1954,dguyjdzeigberlckfwifjjzfoqstsl,0
1955,pqbkjjfagzlmefgpscootcpkuxscih,0
1956,oqopxpedwytybwsesltiwwytnilost,1
1957,qqlzntmnkqluvworxdezefotvmiyrm,0
1958,zucpvehwuwjfourteensgldqdeyltv,1
1959,zqcwhzgataeobpkznpgwuslhgjtlvn,0
1960,apoleonszoogxlducffjunatcegbqo,0
1961,asxfylfxnskcgzfvtdqgfwhlzosokd,0
1962,hovyumwsmdvgivenfcblxmuftrojgn,1
1963,zxachanyknfvazikywvqssloxrbusg,0
1964,hzqcpcfxcbhhhttmnoomjmmjzvzzji,0
1965,oormfhdniobvryuqsccazbprospect,1
1966,nmeisiffhqzcqxhghfrelsutobuqoh,0
1967,dbcjfuktielsdvndqjgmoaafpihklf,0
1968,cwvozdqegoingzzxbbjtxwyituubql,1
1969,zesyasfbrbebmfebzaozlymuafnhje,0
1970,hwlewyjtbvklhnhggfqundsvlcqwrf,0
1971,ioxvenicezoocoawajmflxkypvwyas,1
